"sex","foodSecurity","foodSourceNow","WEALTH_TOTAL_VAL","total_income","labor_migrant_hh_total","familyBariEducationAfter","MacArthurLadderPresent","listenRadio","useInternet","marketIntegrationPrimarySchoolTime","marketIntegrationHighSchoolTime","marketIntegrationCollegeTime","marketIntegrationSmallBazaarTime","marketIntegrationLargeBazaarTime","marketIntegrationTownTime","marketIntegrationMainRoadTime","marketIntegrationDhakaTime","marketIntegrationPharmacyTime","marketIntegrationMBBSTime","labor_migrant_bari_in_bangladesh","years_of_education_wife","husband_occupation","years_of_education_husband","relocate_MI","institutionloan_vs_other","bank_vs_micro","husbandTravelINBangladesh","wifeTravelINBangladesh","wifeAbroadTravel","husbandAbroadTravel","listenRadio_h","useInternet_h","watchTV_mins_per_month_h","bank_vs_micro_h","institutionloan_vs_other_h","occupation_agriculture_dummy","occupation_mkt_connection","occupation_ses","age_wife","age_h","assetMobilePhone","assetSmartphone","assetComputer","assetElectricity","landOwnedFarmAmount"
0,4,100,150425,27600,5,NA,1,0,0,2.09677419354839,90,1.9672131147541,1.93548387096774,1.9672131147541,2.95081967213115,3.44262295081967,1.99170124481328,5.80645161290323,9.42622950819672,5,0,6,0,0,0,0,2,3,0,0,0,NA,300,0,0,0,0,1,55,57,1,0,0,1,0
1,6,100,168550,26000,1,2,4,0,0,3.0952380952381,4.28571428571429,5.71428571428571,5.45454545454545,3.87096774193548,5.80645161290323,10,2.65193370165746,16.3636363636364,9.42622950819672,1,0,8,6,1,0,0,3,3,0,0,0,0,3600,0,0,1,1,1,47,47,1,0,0,1,20
0,6,100,237250,15000,0,1,4,0,0,4.0625,8.18181818181818,10.9090909090909,10,20,8.57142857142857,5.1219512195122,3.17880794701987,30,52.2727272727273,0,5,9,0,0,1,1,3,1,0,0,0,0,1800,0,1,1,2,2,34,49,1,1,0,1,0
0,6,100,60545,70000,1,0,5,0,0,10.8333333333333,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,1.97802197802198,3.44262295081967,3.96694214876033,16.3636363636364,52.2727272727273,29,5,1,0,1,0,0,8,4,0,8,NA,NA,NA,NA,NA,0,0,1,36,NA,0,0,0,1,0
0,6,100,344775,32320,8,2,6,0,2,10.8333333333333,5.625,7.5,5.45454545454545,5.71428571428571,8.57142857142857,19.0909090909091,2.65193370165746,16.3636363636364,95.8333333333333,9,9,0,15,0,1,1,12,3,0,0,0,0,0,1,NA,1,0,0,72,77,0,1,0,1,50
1,6,75,224895,16666.66667,2,1,5,0,0,3.0952380952381,2.19512195121951,2.92682926829268,5.45454545454545,4.61538461538461,8.57142857142857,6.7741935483871,3.17880794701987,16.3636363636364,18.5483870967742,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,71,71,1,0,0,1,0
0,6,100,213920,16800,4,0,3,0,0,2.09677419354839,90,1.9672131147541,3.75,7.5,2.95081967213115,6.7741935483871,3.17880794701987,11.25,27.3809523809524,6,0,23,5,0,1,0,13,0,0,0,0,0,900,0,1,1,1,0,60,60,1,1,0,0,0
0,6,100,416025,37000,5,1,5,0,0,4.0625,8.18181818181818,10.9090909090909,5.45454545454545,7.5,3.91304347826087,13.125,2.65193370165746,11.25,35.9375,13,3,1,1,0,0,0,10,2,0,0,NA,0,NA,NA,NA,0,0,1,63,NA,1,1,0,1,0
1,5,75,127675,0,0,0,3,0,0,10.8333333333333,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,5.80645161290323,3.44262295081967,2.65193370165746,16.3636363636364,18.5483870967742,19,9,1,6,1,0,0,10,3,0,8,0,0,0,0,0,0,0,1,43,43,1,0,0,1,13.3
0,5,100,228500,2133.333333,1,0,1,0,0,7.22222222222222,1.47540983606557,1.9672131147541,5.45454545454545,10.9090909090909,5.80645161290323,10,2.65193370165746,16.3636363636364,18.5483870967742,8,12,9,0,1,0,0,13,3,0,0,NA,NA,NA,NA,0,1,2,2,59,NA,1,1,0,1,0
1,4,100,141465,25000,2,0,1,0,0,2.09677419354839,90,1.9672131147541,1.93548387096774,1.9672131147541,5.80645161290323,19.0909090909091,1.99170124481328,11.25,12.5,5,1,10,3,0,0,0,4,0,0,1,0,0,0,0,0,1,3,3,64,64,1,0,0,1,0
0,6,100,213920,16800,4,1,2,0,1,10.8333333333333,8.18181818181818,10.9090909090909,5.45454545454545,7.5,11.25,35,3.17880794701987,8.57142857142857,35.9375,6,8,10,0,0,0,0,10,10,0,1,NA,0,NA,NA,NA,1,3,3,59,NA,1,1,0,1,0
0,5,100,281425,32000,2,2,5,0,2,5.90909090909091,2.19512195121951,2.92682926829268,2.85714285714286,2.92682926829268,3.52941176470588,6.7741935483871,1.99170124481328,11.25,12.5,13,1,9,0,0,1,0,8,4,0,0,0,0,420,0,1,1,2,2,64,65,1,1,0,1,0
0,6,50,317125,5000,8,0,5,0,3,8.125,15,20,1.93548387096774,5.71428571428571,16.3636363636364,13.125,3.17880794701987,60,18.5483870967742,3,8,1,9,0,0,0,4,2,0,1,0,NA,NA,NA,NA,0,0,1,70,74,1,1,0,1,70
0,4,100,29570,18200,0,0,2,0,0,10.8333333333333,4.28571428571429,5.71428571428571,20,7.5,8.57142857142857,35,2.65193370165746,30,35.9375,0,1,4,8,0,1,0,10,4,0,0,0,0,NA,NA,NA,1,1,0,60,NA,1,0,0,1,0
1,6,25,320345,82666.66667,5,2,7,0,2,10.8333333333333,90,1.9672131147541,10,5.71428571428571,2.53521126760563,19.0909090909091,3.17880794701987,8.57142857142857,52.2727272727273,17,5,1,5,0,0,0,3,4,0,2,0,2,1050,0,1,0,0,1,60,60,1,1,0,1,240
0,5,100,149735,2800,0,1,5,0,0,3.0952380952381,3.46153846153846,4.61538461538461,5.45454545454545,3.87096774193548,3.91304347826087,10,3.96694214876033,3.91304347826087,18.5483870967742,4,2,2,0,0,1,0,3,2,0,0,0,NA,300,0,0,0,0,0,50,53,1,1,0,0,0
1,5,75,298575,18000,0,1,3,0,1,4.0625,2.90322580645161,3.87096774193548,2.85714285714286,3.87096774193548,5.80645161290323,10,3.17880794701987,5.80645161290323,18.5483870967742,2,8,10,9,1,0,0,8,2,0,0,0,1,900,0,1,1,3,3,50,50,1,1,0,1,0
0,6,100,245500,16000,0,0,5,0,0,65,90,120,10,15,16.3636363636364,35,1.99170124481328,30,35.9375,18,5,10,3,0,0,0,6,4,0,1,NA,NA,NA,NA,NA,1,3,3,43,NA,1,0,0,1,0
0,5,100,168500,20000,0,2,9,0,1,2.5,90,1.9672131147541,5.45454545454545,3.87096774193548,1.97802197802198,10,3.96694214876033,16.3636363636364,9.42622950819672,1,9,12,14,0,1,0,2,2,0,1,0,0,NA,NA,NA,1,3,3,32,44,1,0,0,0,15
0,6,50,424775,30000,5,1,5,0,1,4.0625,8.18181818181818,10.9090909090909,10,5.71428571428571,5.80645161290323,35,2.65193370165746,30,9.42622950819672,2,9,1,0,1,0,0,10,2,0,0,0,0,NA,NA,NA,0,0,1,60,NA,1,1,0,1,0
1,6,100,409485,48000,9,0,4,0,2,5.90909090909091,15,20,10,7.5,6.92307692307692,3.44262295081967,2.65193370165746,30,27.3809523809524,10,5,12,9,1,0,0,10,5,0,0,0,2,4500,0,1,1,0,1,60,60,1,1,1,1,6
1,5,75,83860,12300,0,0,3,0,0,10.8333333333333,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,4.39024390243902,10,1.99170124481328,16.3636363636364,12.5,2,6,0,0,0,0,0,4,9,0,0,0,0,900,0,0,1,0,0,43,43,1,0,0,1,0
1,6,100,381250,30000,1,1,10,0,0,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,7.5,8.57142857142857,35,1.59468438538206,30,22.1153846153846,14,12,9,10,1,1,1,5,2,0,8,0,0,1800,1,1,1,2,2,55,55,1,1,0,1,0
0,6,100,326310,18000,0,2,6,0,0,10.8333333333333,90,1.9672131147541,10,10.9090909090909,1.97802197802198,19.0909090909091,2.65193370165746,5.80645161290323,9.42622950819672,50,9,9,10,1,0,0,4,2,1,0,0,1,0,1,1,1,2,2,35,39,1,1,0,1,0
1,6,100,86750,15833.33333,8,0,5,0,0,10.8333333333333,90,1.9672131147541,15,3.87096774193548,5.80645161290323,10,2.65193370165746,30,18.5483870967742,2,0,10,1,0,0,0,2,4,0,0,0,0,0,0,0,1,3,3,55,55,1,0,0,1,0
1,3,75,136800,10000,0,0,3,0,0,10.8333333333333,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,8.57142857142857,19.0909090909091,1.99170124481328,8.57142857142857,18.5483870967742,1,6,0,1,0,0,0,3,3,0,0,0,0,1800,0,0,1,0,0,43,43,1,0,0,1,0
0,6,75,309975,9000,0,1,4,0,0,3.0952380952381,90,1.9672131147541,1.93548387096774,1.9672131147541,2.22222222222222,2.95774647887324,2.65193370165746,2.95081967213115,18.5483870967742,0,0,23,5,0,0,0,8,1,0,0,0,0,54000,0,1,1,1,0,20,33,1,1,0,1,3
0,6,100,181380,8833.333333,0,1,5,0,0,10.8333333333333,2.90322580645161,3.87096774193548,3.75,2.92682926829268,4.39024390243902,4.56521739130435,1.32963988919668,11.25,18.5483870967742,6,0,9,0,1,0,0,7,3,0,0,0,0,300,0,0,1,2,2,44,49,1,0,0,1,0
0,6,100,278850,70000,1,2,9,0,2,10.8333333333333,2.19512195121951,2.92682926829268,10,10.9090909090909,0.994475138121547,6.7741935483871,2.65193370165746,60,9.42622950819672,1,0,4,12,1,0,0,4,2,0,4,0,1,5400,1,1,1,1,0,41,44,1,1,0,1,0
0,6,75,311750,1250,1,1,6,0,0,65,90,120,60,120,180,210,480,180,575,3,0,0,1,0,0,0,1,0,0,0,NA,NA,1800,0,0,1,0,0,72,76,1,1,0,1,0
0,6,100,319450,62000,0,2,9,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,7.5,5.80645161290323,6.7741935483871,1.99170124481328,11.25,27.3809523809524,2,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,60,NA,1,1,0,0,0
1,5,25,353050,43500,7,1,5,0,0,5.90909090909091,90,1.9672131147541,10,1.9672131147541,2.95081967213115,19.0909090909091,2.65193370165746,16.3636363636364,9.42622950819672,3,0,1,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,1,60,60,1,1,0,1,40
0,6,100,264110,33000,12,1,6,0,0,5.90909090909091,2.90322580645161,3.87096774193548,3.75,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,8.57142857142857,18.5483870967742,19,0,23,7,0,0,0,13,10,0,0,0,0,0,NA,NA,1,0,0,50,NA,1,0,0,1,0
1,6,NA,250275,0,1,NA,4,0,0,4.0625,90,1.9672131147541,1.93548387096774,1.9672131147541,2.95081967213115,4.56521739130435,2.65193370165746,4.39024390243902,9.42622950819672,3,0,0,0,NA,0,0,1,4,0,0,0,0,1050,0,1,1,0,0,56,56,1,0,0,1,0
1,6,100,237250,13500,2,1,3,0,0,5.90909090909091,5.625,7.5,3.75,1.9672131147541,2.95081967213115,6.7741935483871,3.17880794701987,16.3636363636364,14.0243902439024,13,8,21,0,0,1,0,16,10,0,1,0,0,450,0,1,1,1,0,57,57,1,1,0,1,0
0,6,25,229875,12850,2,1,3,0,0,4.0625,90,1.9672131147541,1.93548387096774,1.9672131147541,2.95081967213115,6.7741935483871,2.65193370165746,4.39024390243902,9.42622950819672,0,0,0,0,0,0,0,12,3,0,0,0,0,210,0,0,1,0,0,66,71,1,0,0,0,15
0,4,100,150425,15000,2,1,1,0,0,5.90909090909091,15,20,3.75,1.9672131147541,2.95081967213115,2.95774647887324,1.99170124481328,11.25,9.42622950819672,9,8,9,10,0,1,0,16,10,0,0,0,0,300,1,1,1,2,2,48,59,1,0,0,1,30
1,6,100,117050,54500,6,1,2,0,0,10.8333333333333,2.90322580645161,3.87096774193548,5.45454545454545,5.71428571428571,8.57142857142857,10,3.96694214876033,16.3636363636364,18.5483870967742,1,0,0,5,0,0,0,4,6,2,1,0,0,900,0,1,1,0,0,65,65,1,0,0,1,0
1,6,100,354630,113166.6667,5,1,4,0,0,2.09677419354839,90,1.9672131147541,1.93548387096774,2.92682926829268,1.97802197802198,6.7741935483871,2.38805970149254,8.57142857142857,14.0243902439024,17,0,0,1,0,0,0,8,4,0,1,0,0,0,1,1,1,0,0,71,71,1,1,0,1,205
0,6,75,309975,1250,1,1,6,0,0,5.90909090909091,5.625,7.5,10,5.71428571428571,8.57142857142857,6.7741935483871,2.65193370165746,16.3636363636364,27.3809523809524,21,0,1,5,0,0,0,6,5,0,1,NA,NA,0,0,1,0,0,1,53,56,1,1,0,1,60
1,6,100,145800,28416.66667,15,1,4,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,20,30,35,2.27488151658768,30,6.31868131868132,11,0,10,0,0,1,0,8,4,0,0,0,0,900,0,1,1,3,3,65,65,1,1,0,0,20
0,6,100,275365,70000,1,0,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,3.75,5.71428571428571,2.95081967213115,10,1.99170124481328,8.57142857142857,9.42622950819672,6,0,1,0,0,0,0,6,4,0,0,NA,0,NA,NA,NA,0,0,1,66,NA,1,1,0,1,133
0,5,75,269485,15800,1,0,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,2.85714285714286,2.92682926829268,3.91304347826087,35,15.4838709677419,5.80645161290323,0.998263888888889,15,5,9,0,0,1,0,2,2,0,0,0,0,0,NA,NA,1,2,2,42,NA,1,1,0,1,0
1,6,25,247925,0,2,0,4,0,0,2.09677419354839,90,1.9672131147541,2.85714285714286,5.71428571428571,8.57142857142857,10,2.65193370165746,8.57142857142857,18.5483870967742,32,6,1,5,0,1,0,5,3,0,8,0,0,900,0,1,0,0,1,49,49,1,0,0,0,20
0,4,100,135170,3000,0,0,3,0,0,10.8333333333333,90,1.9672131147541,0.983606557377049,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,16.3636363636364,9.42622950819672,9,1,0,1,0,0,0,2,2,0,0,0,0,210,0,0,1,0,0,57,60,1,0,0,1,100
1,5,100,78950,12100,1,0,3,0,0,3.0952380952381,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,5.80645161290323,2.30769230769231,1.99170124481328,2.95081967213115,18.5483870967742,20,10,12,5,1,0,0,7,5,0,0,0,0,900,0,0,1,1,2,43,43,1,0,0,1,26.6
0,6,0,0,0,0,0,0,0,0,2.09677419354839,2.90322580645161,3.87096774193548,5.45454545454545,7.5,8.57142857142857,10,3.96694214876033,5.80645161290323,35.9375,6,4,2,0,0,0,0,NA,4,0,0,NA,0,0,1,1,0,0,0,42,50,0,0,0,0,0
1,6,50,223500,80083.33333,6,0,6,0,0,21.6666666666667,4.28571428571429,5.71428571428571,2.85714285714286,5.71428571428571,6.92307692307692,4.56521739130435,2.65193370165746,8.57142857142857,18.5483870967742,12,5,1,5,0,1,0,1,2,0,1,0,0,900,0,0,0,0,1,63,63,0,1,0,1,0
1,6,50,369380,90000,4,2,6,0,0,10.8333333333333,2.90322580645161,3.87096774193548,3.75,5.71428571428571,5.80645161290323,2.30769230769231,1.99170124481328,11.25,27.3809523809524,2,0,9,0,0,0,0,10,6,0,0,0,0,1050,0,0,1,2,2,67,67,1,1,0,1,17
1,6,100,359625,65000,3,2,8,0,0,5.90909090909091,5,7.5,5.45454545454545,10.9090909090909,16.3636363636364,19.0909090909091,3.96694214876033,16.3636363636364,52.2727272727273,8,8,9,14,0,0,0,6,3,0,0,0,0,900,0,0,1,2,2,50,50,1,1,0,1,30
1,6,100,318100,60500,0,2,9,0,0,3.0952380952381,2.90322580645161,3.87096774193548,10,20,30,35,2.65193370165746,30,6.31868131868132,5,1,0,1,0,0,0,3,2,0,0,0,0,7200,0,1,1,0,0,63,63,1,1,0,1,39
1,5,75,238170,14000,0,1,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,1.46341463414634,2.92682926829268,4.39024390243902,35,2.65193370165746,16.3636363636364,9.42622950819672,0,0,1,0,0,1,1,3,3,0,0,0,0,900,0,1,0,0,1,63,63,1,0,0,1,0
1,6,75,221740,5400,2,1,2,0,1,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,10,2.65193370165746,30,6.31868131868132,0,10,1,9,1,0,0,3,0,0,0,0,1,300,0,1,0,0,1,30,32,1,0,0,1,0
0,6,100,68300,4000,0,1,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,2.95081967213115,6.7741935483871,1.99170124481328,16.3636363636364,52.2727272727273,5,0,2,1,1,1,0,8,4,0,0,0,1,210,0,1,0,0,0,32,32,1,0,0,1,5.32
1,5,100,121155,3000,0,0,3,0,0,5.90909090909091,8.18181818181818,10.9090909090909,5.45454545454545,10.9090909090909,8.57142857142857,4.56521739130435,3.17880794701987,11.25,52.2727272727273,21,5,6,2,1,1,0,4,6,0,0,0,0,4500,0,1,0,0,1,36,36,1,0,0,0,7.98
0,4,100,135170,3000,0,0,3,0,0,16.25,4.28571428571429,5.71428571428571,2.85714285714286,7.5,3.91304347826087,3.44262295081967,2.65193370165746,11.25,35.9375,4,8,10,10,1,1,0,11,0,0,3,0,0,900,0,1,1,3,3,45,54,1,0,0,1,10
1,6,50,501250,45833.33333,2,1,9,0,0,5.90909090909091,2.90322580645161,3.87096774193548,2.85714285714286,3.87096774193548,5.80645161290323,10,1.99170124481328,11.25,18.5483870967742,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,71,71,1,0,0,1,60
0,6,50,432125,50000,1,1,2,0,0,4.0625,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,5.1219512195122,2.17194570135747,8.57142857142857,18.5483870967742,10,4,1,6,0,0,0,9,2,0,0,NA,0,NA,NA,NA,0,0,1,70,NA,1,1,0,1,130
1,6,100,149075,11900,0,1,5,0,0,3.0952380952381,2.5,3.33333333333333,20,2.92682926829268,4.39024390243902,35,1.99170124481328,30,9.42622950819672,0,0,9,0,0,1,1,NA,NA,NA,NA,0,0,900,0,1,1,2,2,45,45,1,0,0,1,18
0,6,100,597125,130000,6,2,6,0,2,3.0952380952381,8.18181818181818,10.9090909090909,5.45454545454545,7.5,2.22222222222222,6.7741935483871,3.96694214876033,16.3636363636364,95.8333333333333,11,9,13,9,0,0,0,8,5,0,0,NA,NA,NA,NA,NA,1,0,1,70,NA,1,1,0,0,0
1,5,100,132720,0,0,0,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,0.983606557377049,2.92682926829268,4.39024390243902,4.56521739130435,2.65193370165746,5.80645161290323,14.0243902439024,2,7,15,0,1,0,0,8,1,0,0,0,0,600,0,0,1,1,2,43,43,1,0,0,1,0
0,3,100,151895,17500,1,0,2,0,0,3.0952380952381,2.90322580645161,3.87096774193548,5.45454545454545,10.9090909090909,8.57142857142857,10,3.17880794701987,16.3636363636364,27.3809523809524,6,0,10,3,0,0,0,11,0,0,0,NA,NA,900,0,1,1,3,3,38,56,1,0,0,1,0
0,6,100,318905,30000,2,0,5,0,0,7.22222222222222,3.46153846153846,4.61538461538461,10,7.5,16.3636363636364,35,2.65193370165746,16.3636363636364,9.42622950819672,4,3,10,4,0,1,0,3,3,0,0,0,0,900,0,1,1,3,3,44,47,1,1,0,1,0
0,3,75,136800,9000,3,0,3,0,2,3.0952380952381,1.95652173913043,2.60869565217391,5.45454545454545,4.61538461538461,5.80645161290323,10,1.99170124481328,16.3636363636364,9.42622950819672,11,0,10,3,0,0,0,9,2,0,0,NA,1,1800,0,1,1,3,3,52,55,1,1,0,1,5
0,5,75,230675,14500,8,1,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,2.85714285714286,3.87096774193548,5.80645161290323,3.44262295081967,2.65193370165746,11.25,18.5483870967742,17,1,4,0,0,1,0,10,10,0,0,0,0,NA,0,NA,1,1,0,55,59,1,0,0,1,0
0,6,100,350820,30000,6,2,7,0,3,10.8333333333333,2.90322580645161,3.87096774193548,2.30769230769231,1.9672131147541,2.53521126760563,5.1219512195122,1.59468438538206,5.80645161290323,9.42622950819672,4,9,10,0,0,1,0,8,3,0,1,0,0,NA,NA,1,1,3,3,59,65,1,1,0,1,50
0,6,100,72320,18300,0,1,4,0,0,5.90909090909091,3.46153846153846,4.61538461538461,5.45454545454545,3.87096774193548,5.80645161290323,2.30769230769231,1.77121771217712,16.3636363636364,18.5483870967742,10,5,0,0,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,38,50,1,0,0,1,0
0,6,100,246975,55000,1,2,7,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,5.71428571428571,2.95081967213115,19.0909090909091,3.17880794701987,16.3636363636364,4.75206611570248,3,0,0,5,0,0,0,1,1,0,3,0,NA,7200,0,0,1,0,0,44,47,1,1,0,1,0
1,5,25,244400,39500,10,0,9,0,0,10.8333333333333,90,1.9672131147541,10,5.71428571428571,1.97802197802198,0.995260663507109,1.99170124481328,30,18.5483870967742,5,0,1,0,0,1,0,5,2,0,0,0,0,0,0,1,0,0,1,57,57,0,0,0,1,30.59
0,6,100,481350,98677,12,1,6,0,2,10.8333333333333,3.46153846153846,4.61538461538461,10,10.9090909090909,2.95081967213115,35,2.65193370165746,30,71.875,27,9,12,12,0,0,0,10,6,0,1,NA,NA,NA,NA,NA,1,3,3,71,NA,1,1,1,1,0
0,5,50,321225,3500,10,0,3,0,3,10.8333333333333,90,1.9672131147541,20,1.9672131147541,2.95081967213115,6.7741935483871,2.65193370165746,30,9.42622950819672,2,0,1,5,0,0,0,6,2,0,8,0,3,0,0,0,0,0,1,43,47,1,1,0,0,3
1,6,50,369380,26250,1,1,6,0,0,21.6666666666667,8.18181818181818,10.9090909090909,20,10.9090909090909,60,70,2.65193370165746,16.3636363636364,22.1153846153846,6,5,1,0,1,1,0,4,3,0,0,0,0,210,0,1,0,0,1,45,45,1,1,0,0,0
0,2,100,99850,6000,0,0,1,0,0,10.8333333333333,4.28571428571429,5.71428571428571,5.45454545454545,3.87096774193548,5.80645161290323,19.0909090909091,1.99170124481328,30,95.8333333333333,4,0,4,0,0,1,0,5,0,0,0,0,0,0,NA,NA,1,1,0,49,NA,1,0,0,0,0
0,6,100,304700,24000,7,1,5,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,35,2.65193370165746,30,18.5483870967742,4,9,10,9,0,1,0,5,9,0,0,0,0,0,NA,NA,1,3,3,70,NA,1,1,0,1,0
0,5,100,454100,0,2,1,5,0,3,5.90909090909091,3.46153846153846,4.61538461538461,5.45454545454545,7.5,5.80645161290323,13.125,1.99170124481328,16.3636363636364,18.5483870967742,5,6,9,10,1,0,0,4,8,0,2,0,2,3600,0,1,1,2,2,35,35,1,1,0,1,29
0,6,0,621950,0,1,1,7,0,2,5.90909090909091,2.19512195121951,2.92682926829268,1.93548387096774,3.87096774193548,5.80645161290323,4.56521739130435,1.99170124481328,11.25,18.5483870967742,149,8,0,10,0,0,0,NA,4,0,1,0,NA,NA,1,NA,1,0,0,45,NA,1,0,0,1,100
1,6,100,396215,88000,2,2,6,0,2,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,7.5,8.57142857142857,4.11764705882353,3.96694214876033,8.57142857142857,9.42622950819672,4,12,9,10,0,0,0,10,10,0,4,0,2,7200,0,1,1,2,2,71,71,1,1,1,1,0
1,5,100,177750,11500,0,2,3,0,0,3.0952380952381,5.625,7.5,3.75,5.71428571428571,8.57142857142857,3.44262295081967,1.99170124481328,11.25,22.1153846153846,0,8,12,8,0,1,0,NA,NA,0,NA,0,0,4500,1,1,1,1,2,40,40,1,1,0,0,0
0,5,100,354175,3500,1,1,2,0,0,10.8333333333333,90,1.9672131147541,10,1.9672131147541,2.53521126760563,19.0909090909091,2.65193370165746,30,6.31868131868132,8,4,10,0,0,0,0,4,1,0,1,NA,NA,NA,NA,NA,1,3,3,32,NA,0,1,0,1,0
0,6,100,125645,6250,2,0,2,0,0,5.90909090909091,5.625,7.5,10,5.71428571428571,6.92307692307692,13.125,3.17880794701987,30,27.3809523809524,5,0,4,9,1,0,0,8,1,0,0,NA,NA,900,0,0,1,1,0,36,43,1,0,0,1,0
0,6,50,276990,47666.66667,2,1,3,0,0,5.90909090909091,2.90322580645161,3.87096774193548,10,7.5,2.95081967213115,6.7741935483871,1.99170124481328,8.57142857142857,14.0243902439024,0,0,13,5,0,0,0,8,10,0,1,0,0,900,0,1,1,1,2,51,54,1,1,0,1,20
0,5,50,321225,51000,4,2,6,0,1,10.8333333333333,4.28571428571429,5.71428571428571,10,10.9090909090909,5.80645161290323,35,2.65193370165746,8.57142857142857,9.42622950819672,50,5,1,10,0,0,0,NA,9,NA,NA,0,0,0,NA,NA,0,0,1,55,NA,1,1,0,1,3
0,6,75,295250,50000,0,2,7,0,2,10.8333333333333,90,1.9672131147541,10,3.87096774193548,5.80645161290323,5.1219512195122,1.99170124481328,30,9.42622950819672,2,10,2,0,1,0,0,0,4,0,0,NA,0,7200,0,0,0,0,0,40,38,1,0,0,1,41
0,6,75,381220,30000,0,2,7,0,1,3.0952380952381,4.28571428571429,5.71428571428571,10,5.71428571428571,11.25,35,1.59468438538206,8.57142857142857,52.2727272727273,23,4,9,6,0,1,1,9,8,0,1,0,0,3600,0,1,1,2,2,46,47,1,1,0,1,0
0,6,100,660550,48100,1,2,7,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,10.9090909090909,16.3636363636364,35,3.17880794701987,30,27.3809523809524,13,14,10,12,0,0,0,4,7,1,1,NA,NA,0,NA,NA,1,3,3,58,NA,1,1,1,1,160
0,6,25,282810,25000,2,2,4,0,0,10.8333333333333,2.19512195121951,2.92682926829268,10,10.9090909090909,1.97802197802198,0.995260663507109,2.65193370165746,30,9.42622950819672,22,8,21,5,0,1,0,8,1,0,0,0,NA,0,NA,NA,1,3,3,42,50,1,1,0,1,30
1,6,100,182700,3000,9,0,1,0,0,2.09677419354839,90,1.9672131147541,5.45454545454545,1.9672131147541,2.95081967213115,6.7741935483871,1.99170124481328,5.80645161290323,18.5483870967742,8,0,2,8,0,0,0,5,8,0,0,0,0,54000,0,0,0,0,0,60,60,0,0,0,1,0
1,5,50,207950,24098.33333,7,0,5,0,0,10.8333333333333,90,1.9672131147541,10,2.92682926829268,1.97802197802198,10,1.59468438538206,30,9.42622950819672,19,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,55,55,1,1,0,1,120
0,5,100,89445,5375,1,0,2,0,2,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,3.87096774193548,5.80645161290323,19.0909090909091,3.17880794701987,16.3636363636364,22.1153846153846,39,10,5,8,1,0,0,7,8,0,0,NA,NA,1200,0,1,0,0,1,31,31,1,1,0,1,0
1,6,50,233900,22333.33333,0,1,6,0,0,5.90909090909091,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,6.7741935483871,2.27488151658768,8.57142857142857,18.5483870967742,2,5,4,0,0,0,0,6,3,0,0,0,0,900,0,0,1,1,0,54,54,1,0,0,1,0
1,2,100,214225,0,1,0,6,0,0,5.90909090909091,2.90322580645161,3.87096774193548,0.983606557377049,2.92682926829268,4.39024390243902,70,1.99170124481328,8.57142857142857,4.75206611570248,7,6,23,8,0,1,1,8,8,0,1,0,0,1800,1,1,1,1,0,42,41,1,1,0,1,100
1,5,100,207750,0,3,0,3,0,0,4.0625,4.28571428571429,5.71428571428571,5.45454545454545,5.71428571428571,5.80645161290323,13.125,2.65193370165746,8.57142857142857,27.3809523809524,0,7,9,5,1,0,0,13,0,0,0,0,0,900,0,0,1,2,2,48,48,1,1,0,1,0
